date,rain_mm,tmean_c,tmin_c,tmax_c,status,gwetroot_fraction
1981-01-01,10.8,21.09,16.75,26.2,nasa,0.8
1981-01-02,5.53,22.11,18.46,26.87,nasa,0.79
1981-01-03,8.6,21.58,17.94,26.21,nasa,0.79
1981-01-04,2.79,22.37,17.77,27.21,nasa,0.79
1981-01-05,4.17,22.75,19.0,27.06,nasa,0.78
1981-01-06,9.26,22.21,18.36,25.97,nasa,0.79
1981-01-07,2.04,22.89,19.14,27.01,nasa,0.79
1981-01-08,12.07,22.74,19.02,27.23,nasa,0.79
1981-01-09,7.06,21.54,18.56,25.13,nasa,0.8
1981-01-10,18.37,21.2,18.59,24.23,nasa,0.81
1981-01-11,23.72,21.06,18.33,23.79,nasa,0.83
1981-01-12,33.11,21.5,19.31,24.63,nasa,0.86
1981-01-13,21.87,21.62,18.85,25.27,nasa,0.87
1981-01-14,37.06,21.21,18.91,24.28,nasa,0.89
1981-01-15,28.98,21.45,18.72,24.64,nasa,0.9
1981-01-16,14.16,22.91,19.75,27.32,nasa,0.9
1981-01-17,2.52,22.93,19.01,26.87,nasa,0.89
1981-01-18,3.24,22.99,18.35,27.54,nasa,0.88
1981-01-19,0.74,22.44,19.2,25.65,nasa,0.87
1981-01-20,8.52,22.23,17.96,25.42,nasa,0.87
1981-01-21,4.88,22.79,18.42,27.62,nasa,0.87
1981-01-22,9.41,20.77,17.88,24.23,nasa,0.87
1981-01-23,4.57,21.57,16.11,26.68,nasa,0.87
1981-01-24,10.05,22.42,18.02,26.97,nasa,0.87
1981-01-25,14.33,22.3,17.74,26.84,nasa,0.88
1981-01-26,10.63,22.06,18.28,26.65,nasa,0.89
1981-01-27,3.56,21.01,17.01,25.21,nasa,0.88
1981-01-28,1.79,21.05,16.41,26.26,nasa,0.88
1981-01-29,0.37,21.39,16.43,26.93,nasa,0.87
1981-01-30,0.08,22.34,15.67,28.0,nasa,0.86
1981-01-31,3.01,22.35,17.45,26.81,nasa,0.85
1981-02-01,1.01,22.3,17.53,27.49,nasa,0.85
1981-02-02,0.35,23.0,16.81,28.23,nasa,0.85
1981-02-03,0.47,24.17,17.41,28.92,nasa,0.84
1981-02-04,1.62,24.21,20.35,27.45,nasa,0.83
1981-02-05,1.19,24.02,18.73,28.75,nasa,0.83
1981-02-06,4.53,22.01,19.92,24.77,nasa,0.83
1981-02-07,8.55,21.89,18.08,25.71,nasa,0.84
1981-02-08,5.42,20.9,18.62,24.16,nasa,0.84
1981-02-09,6.04,21.3,17.87,25.25,nasa,0.85
1981-02-10,5.09,21.44,16.44,26.85,nasa,0.84
1981-02-11,6.74,22.05,17.53,27.26,nasa,0.84
1981-02-12,1.99,21.73,16.55,26.67,nasa,0.84
1981-02-13,0.38,22.79,16.94,27.37,nasa,0.83
1981-02-14,0.03,22.71,17.6,28.38,nasa,0.82
1981-02-15,0.0,22.0,16.51,27.57,nasa,0.81
1981-02-16,0.02,22.34,17.86,27.69,nasa,0.81
1981-02-17,0.01,21.65,16.94,27.06,nasa,0.8
1981-02-18,0.02,21.61,16.27,27.47,nasa,0.79
1981-02-19,7.74,21.51,15.38,27.29,nasa,0.79
1981-02-20,4.59,21.22,16.86,26.46,nasa,0.8
1981-02-21,2.1,21.13,16.38,26.69,nasa,0.79
1981-02-22,0.9,21.49,17.23,26.61,nasa,0.79
1981-02-23,0.28,21.51,16.71,26.97,nasa,0.79
1981-02-24,0.34,21.34,16.87,27.11,nasa,0.78
1981-02-25,1.91,21.55,16.44,27.36,nasa,0.77
1981-02-26,1.65,21.25,16.52,26.38,nasa,0.77
1981-02-27,0.7,21.87,15.59,26.94,nasa,0.77
1981-02-28,0.82,22.04,16.37,27.29,nasa,0.76
1981-03-01,0.03,22.28,16.72,28.33,nasa,0.76
1981-03-02,0.42,21.48,14.94,27.18,nasa,0.75
1981-03-03,0.89,23.1,17.76,28.3,nasa,0.75
1981-03-04,4.61,23.49,19.6,28.61,nasa,0.75
1981-03-05,9.68,21.57,18.69,25.52,nasa,0.76
1981-03-06,9.88,22.73,18.82,27.17,nasa,0.77
1981-03-07,8.26,23.05,19.89,28.06,nasa,0.78
1981-03-08,5.77,22.83,18.57,28.18,nasa,0.78
1981-03-09,3.16,21.83,17.71,26.42,nasa,0.78
1981-03-10,0.88,22.04,17.53,26.91,nasa,0.77
1981-03-11,0.83,21.98,17.22,27.44,nasa,0.76
1981-03-12,0.14,21.86,16.59,27.62,nasa,0.75
1981-03-13,0.02,22.34,16.89,28.54,nasa,0.74
1981-03-14,0.39,22.47,17.08,27.8,nasa,0.74
1981-03-15,1.26,23.21,17.61,28.55,nasa,0.73
1981-03-16,13.02,22.44,20.01,25.39,nasa,0.74
1981-03-17,7.94,22.77,19.4,26.64,nasa,0.75
1981-03-18,31.99,21.42,18.14,25.82,nasa,0.79
1981-03-19,0.98,21.29,16.35,26.79,nasa,0.78
1981-03-20,0.22,21.86,16.92,26.87,nasa,0.77
1981-03-21,9.58,21.21,16.89,26.44,nasa,0.77
1981-03-22,0.53,21.0,16.41,26.72,nasa,0.77
1981-03-23,0.11,19.38,14.98,25.43,nasa,0.76
1981-03-24,0.04,19.62,13.15,26.28,nasa,0.75
1981-03-25,1.03,20.78,16.38,26.07,nasa,0.74
1981-03-26,3.05,19.77,17.29,23.27,nasa,0.74
1981-03-27,5.03,19.61,16.95,23.32,nasa,0.75
1981-03-28,32.03,19.14,15.89,23.81,nasa,0.77
1981-03-29,42.38,18.52,15.37,22.07,nasa,0.83
1981-03-30,2.35,21.26,18.23,26.27,nasa,0.83
1981-03-31,0.15,20.68,16.02,26.32,nasa,0.81
1981-04-01,0.18,20.0,15.02,25.91,nasa,0.79
1981-04-02,0.11,20.26,15.66,25.54,nasa,0.78
1981-04-03,0.03,20.12,15.9,25.5,nasa,0.78
1981-04-04,0.08,20.47,14.64,25.59,nasa,0.77
1981-04-05,0.6,21.02,14.66,26.76,nasa,0.76
1981-04-06,0.58,20.19,15.56,25.87,nasa,0.76
1981-04-07,0.07,19.23,13.69,25.39,nasa,0.75
1981-04-08,1.17,19.76,14.65,25.21,nasa,0.75
1981-04-09,0.18,19.74,15.82,25.06,nasa,0.74
1981-04-10,0.01,19.07,14.39,24.27,nasa,0.74
1981-04-11,0.0,18.94,13.18,24.69,nasa,0.74
1981-04-12,0.01,19.7,14.64,25.0,nasa,0.73
1981-04-13,0.3,19.65,14.92,24.74,nasa,0.73
1981-04-14,0.17,20.12,14.74,25.05,nasa,0.73
1981-04-15,12.36,19.99,15.32,24.77,nasa,0.74
1981-04-16,3.12,19.76,15.85,24.89,nasa,0.75
1981-04-17,7.19,17.69,12.42,23.86,nasa,0.75
1981-04-18,0.57,15.97,11.88,21.82,nasa,0.75
1981-04-19,0.03,15.23,10.4,21.05,nasa,0.74
1981-04-20,0.45,15.89,10.11,21.97,nasa,0.74
1981-04-21,0.0,16.38,9.71,23.07,nasa,0.73
1981-04-22,0.0,17.56,11.96,22.76,nasa,0.73
1981-04-23,0.04,18.65,11.67,24.3,nasa,0.72
1981-04-24,4.35,19.87,14.56,26.04,nasa,0.72
1981-04-25,0.98,19.51,15.33,25.19,nasa,0.72
